PHASE 2 RESULTS: TRAINING WINNERS
================================================================================

Total Entries: 5738
Winners: 1081
Losers: 4657

WINNERS:
--------------------------------------------------------------------------------
2025-08-18 | BEN    | BEN|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.45 | Return: 350.0% | Days: 2
2025-09-22 | ZTS    | ZTS|165.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.43 | Return: 330.0% | Days: 1
2025-09-23 | AAL    | AAL|10.5|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.19 | Return: 111.1% | Days: 2
2025-09-23 | ACGL   | ACGL|100.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-23 | ADM    | ADM|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 2
2025-09-23 | AGNC   | AGNC|9.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | ALLY   | ALLY|50.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-23 | AMCR   | AMCR|8.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-23 | AM     | AM|20.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
2025-09-23 | AZN    | AZN|85.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 1
2025-09-23 | BAC    | BAC|58.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-23 | BMY    | BMY|38.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 3
2025-09-23 | CAG    | CAG|20.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-23 | CCI    | CCI|110.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-23 | CGNX   | CGNX|55.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | CLX    | CLX|135.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
2025-09-23 | CMCSA  | CMCSA|27.5|2025-10-17|PUT      | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 2
2025-09-23 | COLD   | COLD|10.0|2025-11-21|PUT       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-23 | COP    | COP|110.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.18 | Return: 125.0% | Days: 1
2025-09-23 | CPB    | CPB|27.0|2025-11-21|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-23 | CPB    | CPB|29.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.26 | Return: 160.0% | Days: 5
2025-09-23 | CPB    | CPB|37.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | CSX    | CSX|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-23 | CVS    | CVS|62.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 4
2025-09-23 | DAY    | DAY|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 4
2025-09-23 | DD     | DD|65.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-23 | DG     | DG|120.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-23 | DIS    | DIS|135.0|2025-10-17|CALL      | Entry: $0.07 | Exit: $0.27 | Return: 285.7% | Days: 1
2025-09-23 | DJT    | DJT|14.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 3
2025-09-23 | DOCS   | DOCS|85.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-23 | DOC    | DOC|17.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-23 | DVN    | DVN|40.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.22 | Return: 266.7% | Days: 1
2025-09-23 | DVN    | DVN|40.5|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.23 | Return: 155.6% | Days: 2
2025-09-23 | DVN    | DVN|41.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.17 | Return: 142.9% | Days: 1
2025-09-23 | DVN    | DVN|41.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-23 | DVN    | DVN|42.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.24 | Return: 140.0% | Days: 3
2025-09-23 | EVRG   | EVRG|77.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-23 | EXC    | EXC|47.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | EXEL   | EXEL|44.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 5
2025-09-23 | EXE    | EXE|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-23 | FITB   | FITB|49.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-23 | FOX    | FOX|65.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | FTNT   | FTNT|70.0|2025-10-17|PUT       | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 2
2025-09-23 | F      | F|10.5|2025-10-17|PUT          | Entry: $0.04 | Exit: $0.07 | Return:  75.0% | Days: 1
2025-09-23 | F      | F|11.0|2025-10-17|PUT          | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 2
2025-09-23 | F      | F|11.0|2025-10-24|PUT          | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 2
2025-09-23 | F      | F|12.5|2025-10-17|CALL         | Entry: $0.08 | Exit: $0.18 | Return: 125.0% | Days: 4
2025-09-23 | F      | F|13.0|2025-10-17|CALL         | Entry: $0.04 | Exit: $0.08 | Return: 100.0% | Days: 1
2025-09-23 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.06 | Exit: $0.11 | Return:  83.3% | Days: 4
2025-09-23 | F      | F|13.5|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 4
2025-09-23 | F      | F|13.5|2025-10-24|CALL         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 4
2025-09-23 | F      | F|13.5|2025-10-31|CALL         | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 4
2025-09-23 | F      | F|14.0|2025-10-31|CALL         | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 3
2025-09-23 | F      | F|14.0|2025-11-21|CALL         | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 3
2025-09-23 | GAP    | GAP|19.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.15 | Return:  87.5% | Days: 2
2025-09-23 | HAL    | HAL|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-23 | HBAN   | HBAN|16.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 3
2025-09-23 | HPE    | HPE|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.27 | Return: 170.0% | Days: 1
2025-09-23 | HPQ    | HPQ|24.0|2025-10-24|PUT        | Entry: $0.09 | Exit: $0.36 | Return: 300.0% | Days: 1
2025-09-23 | HPQ    | HPQ|25.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-23 | IVZ    | IVZ|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-23 | IVZ    | IVZ|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 4
2025-09-23 | KHC    | KHC|22.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 4
2025-09-23 | KHC    | KHC|24.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 3
2025-09-23 | KHC    | KHC|24.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 3
2025-09-23 | KHC    | KHC|29.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | KMI    | KMI|25.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-23 | KMI    | KMI|29.5|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 3
2025-09-23 | KMI    | KMI|30.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.07 | Return:  75.0% | Days: 2
2025-09-23 | KMI    | KMI|30.0|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 2
2025-09-23 | KMI    | KMI|30.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-23 | KMI    | KMI|31.0|2025-10-31|CALL       | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 1
2025-09-23 | KR     | KR|75.0|2025-10-17|CALL        | Entry: $0.07 | Exit: $0.18 | Return: 157.1% | Days: 4
2025-09-23 | KVUE   | KVUE|14.0|2025-10-24|PUT       | Entry: $0.07 | Exit: $0.13 | Return:  85.7% | Days: 3
2025-09-23 | KVUE   | KVUE|15.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 2
2025-09-23 | LUV    | LUV|27.5|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.13 | Return:  62.5% | Days: 2
2025-09-23 | MGM    | MGM|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.29 | Return: 190.0% | Days: 4
2025-09-23 | MGM    | MGM|41.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 5
2025-09-23 | MOS    | MOS|40.0|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.31 | Return: 520.0% | Days: 2
2025-09-23 | MO     | MO|70.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.13 | Return: 116.7% | Days: 1
2025-09-23 | MO     | MO|70.0|2025-10-24|CALL        | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-23 | MPW    | MPW|4.5|2025-10-24|PUT         | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 1
2025-09-23 | MSFT   | MSFT|415.0|2025-10-17|PUT      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-23 | MSFT   | MSFT|615.0|2025-10-17|CALL     | Entry: $0.07 | Exit: $0.14 | Return: 100.0% | Days: 1
2025-09-23 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 4
2025-09-23 | NDAQ   | NDAQ|97.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-23 | NEE    | NEE|82.5|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.16 | Return: 128.6% | Days: 2
2025-09-23 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.09 | Return:  50.0% | Days: 5
2025-09-23 | NI     | NI|45.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-23 | NLY    | NLY|22.5|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.27 | Return: 170.0% | Days: 1
2025-09-23 | NLY    | NLY|22.5|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-23 | NWL    | NWL|5.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 3
2025-09-23 | OWL    | OWL|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-23 | OXY    | OXY|40.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-23 | O      | O|62.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 5
2025-09-23 | O      | O|65.0|2025-11-21|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | PATH   | PATH|10.5|2025-10-24|PUT       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 2
2025-09-23 | PATH   | PATH|11.0|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.16 | Return: 100.0% | Days: 1
2025-09-23 | PATH   | PATH|11.0|2025-10-24|PUT       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-23 | PCG    | PCG|17.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.17 | Return: 142.9% | Days: 3
2025-09-23 | PFE    | PFE|21.5|2025-10-24|PUT        | Entry: $0.08 | Exit: $0.44 | Return: 450.0% | Days: 1
2025-09-23 | PFE    | PFE|28.5|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.14 | Return: 133.3% | Days: 1
2025-09-23 | PGR    | PGR|280.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-23 | PG     | PG|170.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.15 | Return:  66.7% | Days: 3
2025-09-23 | PG     | PG|175.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.10 | Return:  66.7% | Days: 2
2025-09-23 | PINS   | PINS|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.40 | Return: 300.0% | Days: 2
2025-09-23 | PPL    | PPL|38.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-23 | PR     | PR|12.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 5
2025-09-23 | PYPL   | PYPL|55.0|2025-10-17|PUT       | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 3
2025-09-23 | PYPL   | PYPL|57.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-23 | REXR   | REXR|35.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-23 | RPRX   | RPRX|32.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-23 | RRC    | RRC|42.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-23 | RTX    | RTX|180.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.36 | Return: 260.0% | Days: 2
2025-09-23 | SBUX   | SBUX|70.0|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.14 | Return:  75.0% | Days: 3
2025-09-23 | SIRI   | SIRI|20.0|2025-10-17|PUT       | Entry: $0.09 | Exit: $0.18 | Return: 100.0% | Days: 1
2025-09-23 | S      | S|16.0|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | UPS    | UPS|70.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-23 | VICI   | VICI|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | VICI   | VICI|35.0|2025-11-21|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | VTRS   | VTRS|9.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-23 | WEC    | WEC|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-23 | WMB    | WMB|68.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 2
2025-09-23 | WY     | WY|27.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 5
2025-09-23 | WY     | WY|29.0|2025-11-21|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-23 | XLU    | XLU|70.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 3
2025-09-23 | XLU    | XLU|75.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.32 | Return: 220.0% | Days: 1
2025-09-23 | XOM    | XOM|130.0|2025-10-17|CALL      | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 2
2025-09-23 | XOM    | XOM|135.0|2025-10-17|CALL      | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 3
2025-09-23 | ZM     | ZM|100.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.53 | Return: 430.0% | Days: 2
2025-09-23 | ZTS    | ZTS|165.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-24 | AAL    | AAL|10.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 1
2025-09-24 | AAL    | AAL|10.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-24 | AAPL   | AAPL|300.0|2025-10-24|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-24 | ACGL   | ACGL|100.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-24 | ADM    | ADM|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-24 | ATI    | ATI|90.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.69 | Return: 590.0% | Days: 1
2025-09-24 | BMY    | BMY|50.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.23 | Return: 155.6% | Days: 2
2025-09-24 | CAG    | CAG|20.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 3
2025-09-24 | CAG    | CAG|21.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | CARR   | CARR|70.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-24 | CMCSA  | CMCSA|27.5|2025-10-17|PUT      | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 1
2025-09-24 | COP    | COP|110.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-24 | CPB    | CPB|29.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.26 | Return: 160.0% | Days: 4
2025-09-24 | CPB    | CPB|37.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | CSX    | CSX|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-24 | CVS    | CVS|62.5|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.17 | Return: 142.9% | Days: 1
2025-09-24 | DAY    | DAY|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-24 | DIS    | DIS|135.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.27 | Return: 200.0% | Days: 3
2025-09-24 | DJT    | DJT|14.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 2
2025-09-24 | DOW    | DOW|19.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-24 | DVN    | DVN|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-24 | DVN    | DVN|41.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 3
2025-09-24 | DVN    | DVN|42.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.24 | Return: 140.0% | Days: 2
2025-09-24 | ES     | ES|60.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | EXC    | EXC|47.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | FCX    | FCX|33.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.69 | Return: 666.7% | Days: 1
2025-09-24 | FTNT   | FTNT|70.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-24 | F      | F|10.0|2025-10-31|PUT          | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-24 | F      | F|10.5|2025-10-17|PUT          | Entry: $0.04 | Exit: $0.07 | Return:  75.0% | Days: 1
2025-09-24 | F      | F|10.5|2025-10-24|PUT          | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 1
2025-09-24 | F      | F|11.0|2025-10-17|PUT          | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 1
2025-09-24 | F      | F|11.0|2025-10-24|PUT          | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-24 | F      | F|12.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 3
2025-09-24 | F      | F|12.5|2025-10-24|CALL         | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 3
2025-09-24 | F      | F|13.0|2025-10-17|CALL         | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 3
2025-09-24 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.06 | Exit: $0.11 | Return:  83.3% | Days: 3
2025-09-24 | F      | F|13.5|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 3
2025-09-24 | F      | F|13.5|2025-10-24|CALL         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 3
2025-09-24 | F      | F|13.5|2025-10-31|CALL         | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 3
2025-09-24 | F      | F|14.0|2025-10-31|CALL         | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-24 | GAP    | GAP|19.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.15 | Return: 114.3% | Days: 1
2025-09-24 | HON    | HON|240.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-24 | HPQ    | HPQ|24.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 3
2025-09-24 | HPQ    | HPQ|25.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-24 | HPQ    | HPQ|30.5|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.24 | Return: 200.0% | Days: 1
2025-09-24 | HPQ    | HPQ|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.24 | Return: 140.0% | Days: 1
2025-09-24 | HUN    | HUN|8.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-24 | IVZ    | IVZ|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 3
2025-09-24 | KHC    | KHC|24.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 2
2025-09-24 | KHC    | KHC|24.0|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 2
2025-09-24 | KHC    | KHC|24.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-24 | KMB    | KMB|135.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 3
2025-09-24 | KMI    | KMI|25.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-24 | KMI    | KMI|29.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 2
2025-09-24 | KMI    | KMI|30.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-24 | KMI    | KMI|30.5|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 3
2025-09-24 | KR     | KR|75.0|2025-10-17|CALL        | Entry: $0.05 | Exit: $0.18 | Return: 260.0% | Days: 3
2025-09-24 | KVUE   | KVUE|14.0|2025-10-24|PUT       | Entry: $0.07 | Exit: $0.13 | Return:  85.7% | Days: 2
2025-09-24 | KVUE   | KVUE|15.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-24 | LUV    | LUV|27.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-24 | MDT    | MDT|82.5|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-24 | MGM    | MGM|39.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 3
2025-09-24 | MGM    | MGM|40.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.29 | Return: 222.2% | Days: 3
2025-09-24 | MGM    | MGM|41.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.11 | Return:  83.3% | Days: 4
2025-09-24 | MOS    | MOS|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.31 | Return: 210.0% | Days: 1
2025-09-24 | MOS    | MOS|42.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-24 | MO     | MO|59.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-24 | MO     | MO|70.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-24 | MRK    | MRK|65.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.10 | Return:  66.7% | Days: 2
2025-09-24 | M      | M|19.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-24 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 3
2025-09-24 | NDAQ   | NDAQ|97.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-24 | NEE    | NEE|82.5|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.16 | Return: 128.6% | Days: 1
2025-09-24 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.09 | Return: 125.0% | Days: 2
